,Data,Godzina,ZAP
9360,20170125,1,18364.038
9361,20170125,2,17819.313000000002
9362,20170125,3,17495.613
9363,20170125,4,17477.325
9364,20170125,5,17681.413
9365,20170125,6,18580.613
9366,20170125,7,21081.563
9367,20170125,8,22833.6
9368,20170125,9,23829.787999999997
9369,20170125,10,24350.15
9370,20170125,11,24345.4
9371,20170125,12,24661.987999999998
9372,20170125,13,24720.45
9373,20170125,14,24988.513
9374,20170125,15,24491.575
9375,20170125,16,24178.8
9376,20170125,17,24510.4
9377,20170125,18,25118.838
9378,20170125,19,24791.325
9379,20170125,20,24672.987999999998
9380,20170125,21,23907.95
9381,20170125,22,22353.425
9382,20170125,23,20896.8
9383,20170125,24,19559.5
9384,20170126,1,18504.488
9385,20170126,2,17930.638
9386,20170126,3,17675.563000000002
9387,20170126,4,17615.038
9388,20170126,5,17917.25
9389,20170126,6,18680.638
9390,20170126,7,20995.862999999998
9391,20170126,8,22634.162999999997
9392,20170126,9,23621.112999999998
9393,20170126,10,24124.475
9394,20170126,11,23980.55
9395,20170126,12,24175.963
9396,20170126,13,24021.575
9397,20170126,14,24108.338
9398,20170126,15,23692.475
9399,20170126,16,23381.188
9400,20170126,17,24031.662999999997
9401,20170126,18,25010.85
9402,20170126,19,24873.0
9403,20170126,20,24720.7
9404,20170126,21,23941.362999999998
9405,20170126,22,22515.388
9406,20170126,23,20994.487999999998
9407,20170126,24,19692.825
9408,20170127,1,18694.113
9409,20170127,2,18130.113
9410,20170127,3,17786.9
9411,20170127,4,17869.875
9412,20170127,5,18096.0
9413,20170127,6,18848.8
9414,20170127,7,21352.1
9415,20170127,8,23158.662999999997
9416,20170127,9,24094.825
9417,20170127,10,24434.875
9418,20170127,11,24188.287999999997
9419,20170127,12,24243.112999999998
9420,20170127,13,24092.1
9421,20170127,14,24077.975
9422,20170127,15,23586.325
9423,20170127,16,23242.862999999998
9424,20170127,17,23789.125
9425,20170127,18,24861.325
9426,20170127,19,24488.063
9427,20170127,20,24328.3
9428,20170127,21,23566.138
9429,20170127,22,22119.35
9430,20170127,23,20752.375
9431,20170127,24,19513.8
9432,20170128,1,18414.513
9433,20170128,2,17782.3
9434,20170128,3,17406.588
9435,20170128,4,17347.725
9436,20170128,5,17220.5
9437,20170128,6,17535.65
9438,20170128,7,18558.5
9439,20170128,8,19181.288
9440,20170128,9,20250.2
9441,20170128,10,21247.225
9442,20170128,11,21718.088
9443,20170128,12,21799.975
9444,20170128,13,21488.35
9445,20170128,14,21381.813
9446,20170128,15,20631.013
9447,20170128,16,20387.225
9448,20170128,17,20981.037999999997
9449,20170128,18,22038.125
9450,20170128,19,22017.963
9451,20170128,20,21771.412999999997
9452,20170128,21,21064.237999999998
9453,20170128,22,19828.175
9454,20170128,23,18758.438000000002
9455,20170128,24,17634.138
9456,20170129,1,16644.6
9457,20170129,2,16006.3
9458,20170129,3,15688.738000000001
9459,20170129,4,15559.6
9460,20170129,5,15593.063
9461,20170129,6,15688.363000000001
9462,20170129,7,16194.15
9463,20170129,8,16392.625
9464,20170129,9,17220.338
9465,20170129,10,18152.163
9466,20170129,11,18689.125
9467,20170129,12,18903.55
9468,20170129,13,18900.563000000002
9469,20170129,14,18995.75
9470,20170129,15,18600.725
9471,20170129,16,18339.688000000002
9472,20170129,17,18937.95
9473,20170129,18,20341.688000000002
9474,20170129,19,20531.238
9475,20170129,20,20634.338
9476,20170129,21,20126.125
9477,20170129,22,19169.563000000002
9478,20170129,23,18329.45
9479,20170129,24,17218.463
9480,20170130,1,16522.313000000002
9481,20170130,2,16145.025
9482,20170130,3,15982.4
9483,20170130,4,16062.975
9484,20170130,5,16463.425
9485,20170130,6,17428.425
9486,20170130,7,20531.338
9487,20170130,8,22413.1
9488,20170130,9,23666.275
9489,20170130,10,24112.675
9490,20170130,11,23913.013
9491,20170130,12,24004.188
9492,20170130,13,24038.862999999998
9493,20170130,14,24051.287999999997
9494,20170130,15,23555.787999999997
9495,20170130,16,23210.688
9496,20170130,17,23708.7
9497,20170130,18,24729.675
9498,20170130,19,24453.888
9499,20170130,20,24344.3
9500,20170130,21,23651.463
9501,20170130,22,22127.213
9502,20170130,23,20537.375
9503,20170130,24,19319.55
9504,20170131,1,18309.3
9505,20170131,2,17685.563000000002
9506,20170131,3,17439.438000000002
9507,20170131,4,17455.775
9508,20170131,5,17767.188000000002
9509,20170131,6,18703.463
9510,20170131,7,21246.263
9511,20170131,8,22942.675
9512,20170131,9,23905.55
9513,20170131,10,24231.412999999997
9514,20170131,11,24066.25
9515,20170131,12,24260.213
9516,20170131,13,24317.95
9517,20170131,14,24324.237999999998
9518,20170131,15,23932.7
9519,20170131,16,23518.65
9520,20170131,17,23938.138
9521,20170131,18,24933.237999999998
9522,20170131,19,24728.825
9523,20170131,20,24605.763
9524,20170131,21,23899.175
9525,20170131,22,22323.8
9526,20170131,23,20811.625
9527,20170131,24,19504.275
9528,20170201,1,18380.35
9529,20170201,2,17843.938000000002
9530,20170201,3,17421.913
9531,20170201,4,17456.175
9532,20170201,5,17819.863
9533,20170201,6,18636.475
9534,20170201,7,21119.8
9535,20170201,8,22831.75
9536,20170201,9,23872.787999999997
9537,20170201,10,24303.175
9538,20170201,11,24192.125
9539,20170201,12,24415.862999999998
9540,20170201,13,24466.162999999997
9541,20170201,14,24513.188
9542,20170201,15,24127.013
9543,20170201,16,23631.838
9544,20170201,17,23974.8
9545,20170201,18,24932.4
9546,20170201,19,24740.525
9547,20170201,20,24650.525
9548,20170201,21,23875.675
9549,20170201,22,22381.775
9550,20170201,23,20777.888
9551,20170201,24,19468.375
9552,20170202,1,18477.788
9553,20170202,2,17763.238
9554,20170202,3,17491.613
9555,20170202,4,17481.613
9556,20170202,5,17727.925
9557,20170202,6,18424.1
9558,20170202,7,20939.813000000002
9559,20170202,8,22657.45
9560,20170202,9,23666.213
9561,20170202,10,24078.35
9562,20170202,11,23948.737999999998
9563,20170202,12,24183.925
9564,20170202,13,24174.938
9565,20170202,14,24312.063
9566,20170202,15,23877.7
9567,20170202,16,23643.412999999997
9568,20170202,17,23904.65
9569,20170202,18,24683.513
9570,20170202,19,24390.1
9571,20170202,20,24307.8
9572,20170202,21,23681.875
9573,20170202,22,22101.05
9574,20170202,23,20639.088
9575,20170202,24,19228.938000000002
9576,20170203,1,18294.225
9577,20170203,2,17639.013
9578,20170203,3,17357.213
9579,20170203,4,17304.9
9580,20170203,5,17530.688000000002
9581,20170203,6,18323.463
9582,20170203,7,20850.35
9583,20170203,8,22385.35
9584,20170203,9,23370.6
9585,20170203,10,23991.237999999998
9586,20170203,11,24048.138
9587,20170203,12,24299.813
9588,20170203,13,24274.388
9589,20170203,14,24354.875
9590,20170203,15,23839.35
9591,20170203,16,23446.375
9592,20170203,17,23736.0
9593,20170203,18,24521.575
9594,20170203,19,24316.05
9595,20170203,20,24074.425
9596,20170203,21,23263.875
9597,20170203,22,21777.888
9598,20170203,23,20273.3
9599,20170203,24,19054.563000000002
9600,20170204,1,18058.55
9601,20170204,2,17373.088
9602,20170204,3,16936.675
9603,20170204,4,16800.338
9604,20170204,5,16809.25
9605,20170204,6,16994.625
9606,20170204,7,17987.25
9607,20170204,8,18610.938000000002
9608,20170204,9,19905.3
9609,20170204,10,20925.475
9610,20170204,11,21405.85
9611,20170204,12,21663.713
9612,20170204,13,21477.888
9613,20170204,14,21469.138
9614,20170204,15,20919.863
9615,20170204,16,20460.688000000002
9616,20170204,17,20812.025
9617,20170204,18,21706.188
9618,20170204,19,21583.15
9619,20170204,20,21305.463
9620,20170204,21,20771.725
9621,20170204,22,19656.675
9622,20170204,23,18558.463
9623,20170204,24,17458.288
9624,20170205,1,16562.038
9625,20170205,2,15852.238000000001
9626,20170205,3,15426.325
9627,20170205,4,15218.488000000001
9628,20170205,5,15228.4
9629,20170205,6,15327.375
9630,20170205,7,15804.588
9631,20170205,8,16023.913
9632,20170205,9,17033.55
9633,20170205,10,18012.963
9634,20170205,11,18666.263
9635,20170205,12,19050.375
9636,20170205,13,19166.163
9637,20170205,14,19409.175
9638,20170205,15,19020.313000000002
9639,20170205,16,18629.575
9640,20170205,17,18943.275
9641,20170205,18,20251.85
9642,20170205,19,20403.688000000002
9643,20170205,20,20466.788
9644,20170205,21,19883.05
9645,20170205,22,19060.313000000002
9646,20170205,23,17992.788
9647,20170205,24,17068.875
9648,20170206,1,16285.313
9649,20170206,2,15953.613000000001
9650,20170206,3,15703.3
9651,20170206,4,15705.225
9652,20170206,5,16112.775
9653,20170206,6,17102.463
9654,20170206,7,20094.0
9655,20170206,8,22015.388
9656,20170206,9,23292.925
9657,20170206,10,23938.325
9658,20170206,11,24070.725
9659,20170206,12,24384.575
9660,20170206,13,24408.125
9661,20170206,14,24610.825
9662,20170206,15,24233.15
9663,20170206,16,23833.287999999997
9664,20170206,17,23961.987999999998
9665,20170206,18,24748.05
9666,20170206,19,24622.7
9667,20170206,20,24501.15
9668,20170206,21,23802.8
9669,20170206,22,22353.188
9670,20170206,23,20717.038
9671,20170206,24,19351.375
9672,20170207,1,18271.925
9673,20170207,2,17760.638
9674,20170207,3,17469.15
9675,20170207,4,17522.088
9676,20170207,5,17844.563000000002
9677,20170207,6,18594.375
9678,20170207,7,21128.237999999998
9679,20170207,8,22904.638
9680,20170207,9,24032.85
9681,20170207,10,24452.912999999997
9682,20170207,11,24534.112999999998
9683,20170207,12,24666.8
9684,20170207,13,24817.35
9685,20170207,14,24999.175
9686,20170207,15,24587.588
9687,20170207,16,24160.85
9688,20170207,17,24287.4
9689,20170207,18,25143.7
9690,20170207,19,25039.95
9691,20170207,20,24861.888
9692,20170207,21,24247.45
9693,20170207,22,22774.825
9694,20170207,23,21245.175
9695,20170207,24,19895.538
9696,20170208,1,18800.138
9697,20170208,2,18149.775
9698,20170208,3,17857.863
9699,20170208,4,17849.725
9700,20170208,5,18197.313000000002
9701,20170208,6,18958.488
9702,20170208,7,21391.75
9703,20170208,8,23173.3
9704,20170208,9,24276.013
9705,20170208,10,24907.787999999997
9706,20170208,11,24785.075
9707,20170208,12,25100.975
9708,20170208,13,25155.675
9709,20170208,14,25305.975
9710,20170208,15,24773.75
9711,20170208,16,24381.25
9712,20170208,17,24415.3
9713,20170208,18,25544.763
9714,20170208,19,25473.537999999997
9715,20170208,20,25239.325
9716,20170208,21,24477.463
9717,20170208,22,23011.713
9718,20170208,23,21611.362999999998
9719,20170208,24,20280.6
9720,20170209,1,19196.763
9721,20170209,2,18504.25
9722,20170209,3,18219.25
9723,20170209,4,18281.038
9724,20170209,5,18528.225
9725,20170209,6,19285.9
9726,20170209,7,21763.05
9727,20170209,8,23473.4
9728,20170209,9,24539.813
9729,20170209,10,25022.9
9730,20170209,11,25002.575
9731,20170209,12,25279.563
9732,20170209,13,25212.125
9733,20170209,14,25261.725
9734,20170209,15,24772.987999999998
9735,20170209,16,24358.55
9736,20170209,17,24409.313
9737,20170209,18,25387.263
9738,20170209,19,25284.875
9739,20170209,20,25080.638
9740,20170209,21,24376.513
9741,20170209,22,22845.25
9742,20170209,23,21494.0
9743,20170209,24,20096.213
9744,20170210,1,19003.05
9745,20170210,2,18456.838
9746,20170210,3,18097.525
9747,20170210,4,18037.138
9748,20170210,5,18389.313000000002
9749,20170210,6,19109.038
9750,20170210,7,21455.013
9751,20170210,8,22976.513
9752,20170210,9,24026.588
9753,20170210,10,24388.862999999998
9754,20170210,11,24407.675
9755,20170210,12,24495.1
9756,20170210,13,24371.725
9757,20170210,14,24299.287999999997
9758,20170210,15,23749.213
9759,20170210,16,23296.775
9760,20170210,17,23317.463
9761,20170210,18,24793.813
9762,20170210,19,24674.237999999998
9763,20170210,20,24477.737999999998
9764,20170210,21,23766.45
9765,20170210,22,22251.125
9766,20170210,23,20893.363
9767,20170210,24,19678.2
9768,20170211,1,18576.925
9769,20170211,2,17983.25
9770,20170211,3,17661.55
9771,20170211,4,17483.963
9772,20170211,5,17595.688000000002
9773,20170211,6,17784.813000000002
9774,20170211,7,18488.625
9775,20170211,8,19209.238
9776,20170211,9,20623.763
9777,20170211,10,21561.987999999998
9778,20170211,11,21909.912999999997
9779,20170211,12,22041.313
9780,20170211,13,21727.475
9781,20170211,14,21545.362999999998
9782,20170211,15,20888.738
9783,20170211,16,20506.463
9784,20170211,17,20751.175
9785,20170211,18,22145.063
9786,20170211,19,22211.025
9787,20170211,20,21911.7
9788,20170211,21,21422.675
9789,20170211,22,20222.313000000002
9790,20170211,23,19223.525
9791,20170211,24,18061.2
9792,20170212,1,16972.1
9793,20170212,2,16374.35
9794,20170212,3,16065.838
9795,20170212,4,15981.063
9796,20170212,5,15942.538
9797,20170212,6,16053.463
9798,20170212,7,16259.025
9799,20170212,8,16613.95
9800,20170212,9,17583.875
9801,20170212,10,18500.2
9802,20170212,11,19216.613
9803,20170212,12,19398.425
9804,20170212,13,19507.563000000002
9805,20170212,14,19706.75
9806,20170212,15,19255.313000000002
9807,20170212,16,18826.738
9808,20170212,17,18957.275
9809,20170212,18,20496.9
9810,20170212,19,21031.862999999998
9811,20170212,20,21055.287999999997
9812,20170212,21,20492.338
9813,20170212,22,19544.013
9814,20170212,23,18767.313000000002
9815,20170212,24,17687.263
9816,20170213,1,16760.175
9817,20170213,2,16428.488
9818,20170213,3,16372.3
9819,20170213,4,16529.913
9820,20170213,5,16866.838
9821,20170213,6,17990.638
9822,20170213,7,20869.425
9823,20170213,8,22885.425
9824,20170213,9,24257.513
9825,20170213,10,24748.037999999997
9826,20170213,11,24844.65
9827,20170213,12,25065.25
9828,20170213,13,24998.875
9829,20170213,14,25091.3
9830,20170213,15,24516.487999999998
9831,20170213,16,24066.237999999998
9832,20170213,17,24041.35
9833,20170213,18,25150.688
9834,20170213,19,25320.487999999998
9835,20170213,20,25217.737999999998
9836,20170213,21,24445.013
9837,20170213,22,22946.05
9838,20170213,23,21453.575
9839,20170213,24,20136.888
9840,20170214,1,19073.1
9841,20170214,2,18512.3
9842,20170214,3,18095.775
9843,20170214,4,18282.025
9844,20170214,5,18544.975
9845,20170214,6,19475.663
9846,20170214,7,21663.487999999998
9847,20170214,8,23367.85
9848,20170214,9,24559.975
9849,20170214,10,24898.475
9850,20170214,11,24690.713
9851,20170214,12,24676.438
9852,20170214,13,24347.75
9853,20170214,14,24385.063
9854,20170214,15,23866.963
9855,20170214,16,23307.375
9856,20170214,17,23260.388
9857,20170214,18,24516.725
9858,20170214,19,24840.213
9859,20170214,20,24736.162999999997
9860,20170214,21,23941.737999999998
9861,20170214,22,22460.487999999998
9862,20170214,23,20956.15
9863,20170214,24,19685.763
9864,20170215,1,18658.35
9865,20170215,2,18149.275
9866,20170215,3,17798.725
9867,20170215,4,17944.575
9868,20170215,5,18194.563000000002
9869,20170215,6,18955.1
9870,20170215,7,21263.338
9871,20170215,8,22849.287999999997
9872,20170215,9,23940.8
9873,20170215,10,24212.412999999997
9874,20170215,11,24005.787999999997
9875,20170215,12,23946.588
9876,20170215,13,23772.588
9877,20170215,14,23754.7
9878,20170215,15,23312.612999999998
9879,20170215,16,22862.4
9880,20170215,17,22923.713
9881,20170215,18,24208.063
9882,20170215,19,24553.862999999998
9883,20170215,20,24437.037999999997
9884,20170215,21,23602.662999999997
9885,20170215,22,22065.425
9886,20170215,23,20589.425
9887,20170215,24,19191.55
9888,20170216,1,18231.775
9889,20170216,2,17693.013
9890,20170216,3,17314.125
9891,20170216,4,17300.45
9892,20170216,5,17546.125
9893,20170216,6,18373.688000000002
9894,20170216,7,20694.013
9895,20170216,8,22405.688
9896,20170216,9,23425.25
9897,20170216,10,23555.138
9898,20170216,11,23407.612999999998
9899,20170216,12,23441.638
9900,20170216,13,23216.112999999998
9901,20170216,14,23221.525
9902,20170216,15,22797.875
9903,20170216,16,22442.362999999998
9904,20170216,17,22439.825
9905,20170216,18,23813.987999999998
9906,20170216,19,24218.8
9907,20170216,20,24179.75
9908,20170216,21,23400.763
9909,20170216,22,21897.838
9910,20170216,23,20438.613
9911,20170216,24,19096.675
9912,20170217,1,18129.375
9913,20170217,2,17504.05
9914,20170217,3,17142.363
9915,20170217,4,17197.413
9916,20170217,5,17433.988
9917,20170217,6,18138.988
9918,20170217,7,20436.475
9919,20170217,8,22002.662999999997
9920,20170217,9,23132.25
9921,20170217,10,23629.825
9922,20170217,11,23658.575
9923,20170217,12,24037.775
9924,20170217,13,24034.037999999997
9925,20170217,14,24179.975
9926,20170217,15,23746.725
9927,20170217,16,23300.125
9928,20170217,17,23185.9
9929,20170217,18,24129.025
9930,20170217,19,24279.713
9931,20170217,20,24013.513
9932,20170217,21,23224.85
9933,20170217,22,21654.537999999997
9934,20170217,23,20156.8
9935,20170217,24,18928.163
9936,20170218,1,17882.8
9937,20170218,2,17266.85
9938,20170218,3,16855.425
9939,20170218,4,16757.975
9940,20170218,5,16897.1
9941,20170218,6,17063.763
9942,20170218,7,17744.85
9943,20170218,8,18611.188000000002
9944,20170218,9,19988.95
9945,20170218,10,21003.2
9946,20170218,11,21404.912999999997
9947,20170218,12,21566.888
9948,20170218,13,21411.138
9949,20170218,14,21336.575
9950,20170218,15,20716.463
9951,20170218,16,20232.488
9952,20170218,17,20272.038
9953,20170218,18,21137.575
9954,20170218,19,21456.85
9955,20170218,20,21136.3
9956,20170218,21,20486.563000000002
9957,20170218,22,19291.463
9958,20170218,23,18198.125
9959,20170218,24,17015.738
9960,20170219,1,16099.713
9961,20170219,2,15475.55
9962,20170219,3,15124.938
9963,20170219,4,14996.463
9964,20170219,5,15049.75
9965,20170219,6,15182.15
9966,20170219,7,15197.538
9967,20170219,8,15525.375
9968,20170219,9,16565.588
9969,20170219,10,17435.65
9970,20170219,11,18084.025
9971,20170219,12,18269.15
9972,20170219,13,18391.25
9973,20170219,14,18446.838
9974,20170219,15,18135.975
9975,20170219,16,17736.95
9976,20170219,17,17740.575
9977,20170219,18,19026.088
9978,20170219,19,19786.163
9979,20170219,20,19908.888
9980,20170219,21,19432.513
9981,20170219,22,18586.825
9982,20170219,23,17785.575
9983,20170219,24,16659.963
9984,20170220,1,15873.875
9985,20170220,2,15345.8
9986,20170220,3,15169.475
9987,20170220,4,15259.1
9988,20170220,5,15630.213
9989,20170220,6,16707.063000000002
9990,20170220,7,19360.925
9991,20170220,8,21499.825
9992,20170220,9,22766.775
9993,20170220,10,23276.888
9994,20170220,11,23122.0
9995,20170220,12,23380.375
9996,20170220,13,23317.688
9997,20170220,14,23349.3
9998,20170220,15,23027.075
9999,20170220,16,22552.475
10001,20170220,18,23368.35
10002,20170220,19,23699.688
10003,20170220,20,23554.388
10004,20170220,21,22850.15
10005,20170220,22,21313.138
10006,20170220,23,19815.488
10007,20170220,24,18398.3
10008,20170221,1,17396.575
10009,20170221,2,16899.263
10010,20170221,3,16528.338
10011,20170221,4,16499.938000000002
10012,20170221,5,16748.425
10013,20170221,6,17683.388
10014,20170221,7,19800.563000000002
10015,20170221,8,21488.438
10016,20170221,9,22618.088
10017,20170221,10,23032.4
10018,20170221,11,23106.888
10019,20170221,12,23334.588
10020,20170221,13,23438.537999999997
10021,20170221,14,23515.25
10022,20170221,15,23132.175
10023,20170221,16,22786.325
10024,20170221,17,22608.15
10025,20170221,18,23510.213
10026,20170221,19,23828.862999999998
10027,20170221,20,23585.237999999998
10028,20170221,21,22934.313
10029,20170221,22,21398.5
10030,20170221,23,19900.15
10031,20170221,24,18609.588
10032,20170222,1,17497.225
10033,20170222,2,16983.738
10034,20170222,3,16739.338
10035,20170222,4,16685.925
10036,20170222,5,16893.925
10037,20170222,6,17668.9
10038,20170222,7,19788.888
10039,20170222,8,21566.263
10040,20170222,9,22602.8
10041,20170222,10,23028.638
10042,20170222,11,23008.388
10043,20170222,12,23274.237999999998
10044,20170222,13,23358.05
10045,20170222,14,23521.1
10046,20170222,15,23154.112999999998
10047,20170222,16,22800.225
10048,20170222,17,22643.3
10049,20170222,18,23459.588
10050,20170222,19,23716.175
10051,20170222,20,23502.975
10052,20170222,21,22904.1
10053,20170222,22,21337.362999999998
10054,20170222,23,19911.663
10055,20170222,24,18676.513
10056,20170223,1,17673.1
10057,20170223,2,16975.425
10058,20170223,3,16666.4
10059,20170223,4,16652.063000000002
10060,20170223,5,16942.413
10061,20170223,6,17774.013
10062,20170223,7,19737.413
10063,20170223,8,21504.3
10064,20170223,9,22610.713
10065,20170223,10,22892.25
10066,20170223,11,22886.0
10067,20170223,12,22994.162999999997
10068,20170223,13,23000.15
10069,20170223,14,23143.338
10070,20170223,15,22755.05
10071,20170223,16,22500.188
10072,20170223,17,22393.237999999998
10073,20170223,18,23296.75
10074,20170223,19,23625.975
10075,20170223,20,23430.25
10076,20170223,21,22782.075
10077,20170223,22,21282.987999999998
10078,20170223,23,19701.325
10079,20170223,24,18382.3
10080,20170224,1,17392.313000000002
10081,20170224,2,16726.925
10082,20170224,3,16312.85
10083,20170224,4,16348.738000000001
10084,20170224,5,16732.613
10085,20170224,6,17408.213
10086,20170224,7,19395.45
10087,20170224,8,21106.55
10088,20170224,9,22249.15
10089,20170224,10,22739.175
10090,20170224,11,22721.112999999998
10091,20170224,12,22895.9
10092,20170224,13,23018.3
10093,20170224,14,23218.5
10094,20170224,15,22843.338
10095,20170224,16,22437.138
10096,20170224,17,22466.662999999997
10097,20170224,18,23358.888
10098,20170224,19,23866.6
10099,20170224,20,23608.6
10100,20170224,21,22956.4
10101,20170224,22,21370.4
10102,20170224,23,19930.475
10103,20170224,24,18865.613
10104,20170225,1,17751.2
10105,20170225,2,17012.325
10106,20170225,3,16576.363
10107,20170225,4,16491.15
10108,20170225,5,16499.813000000002
10109,20170225,6,16677.275
10110,20170225,7,17310.175
10111,20170225,8,18220.088
10112,20170225,9,19614.763
10113,20170225,10,20514.2
10114,20170225,11,20789.025
10115,20170225,12,20785.738
10116,20170225,13,20492.238
10117,20170225,14,20334.513
10118,20170225,15,19699.625
10119,20170225,16,19232.763
10120,20170225,17,19278.288
10121,20170225,18,20285.438000000002
10122,20170225,19,21194.15
10123,20170225,20,20822.125
10124,20170225,21,20241.425
10125,20170225,22,19059.575
10126,20170225,23,17994.938000000002
10127,20170225,24,17012.013
10128,20170226,1,15979.825
10129,20170226,2,15416.2
10130,20170226,3,14940.475
10131,20170226,4,14752.3
10132,20170226,5,14802.9
10133,20170226,6,14947.163
10134,20170226,7,14913.625
10135,20170226,8,15373.238000000001
10136,20170226,9,16224.875
10137,20170226,10,17206.425
10138,20170226,11,17797.938000000002
10139,20170226,12,18106.625
10140,20170226,13,18208.9
10141,20170226,14,18408.513
10142,20170226,15,18026.95
10143,20170226,16,17604.05
10144,20170226,17,17571.988
10145,20170226,18,18474.588
10146,20170226,19,19434.363
10147,20170226,20,19589.738
10148,20170226,21,19056.45
10149,20170226,22,18073.388
10150,20170226,23,17184.363
10151,20170226,24,16239.188
10152,20170227,1,15356.763
10153,20170227,2,15009.038
10154,20170227,3,14816.4
10155,20170227,4,14945.638
10156,20170227,5,15254.438
10157,20170227,6,16377.088
10158,20170227,7,18865.163
10159,20170227,8,20980.338
10160,20170227,9,22161.975
10161,20170227,10,22376.513
10162,20170227,11,22171.463
10163,20170227,12,22326.638
10164,20170227,13,22196.063
10165,20170227,14,22204.813
10166,20170227,15,21778.888
10167,20170227,16,21344.412999999997
10168,20170227,17,21251.287999999997
10169,20170227,18,22269.188
10170,20170227,19,23085.713
10171,20170227,20,23010.2
10172,20170227,21,22405.35
10173,20170227,22,20761.038
10174,20170227,23,19210.675
10175,20170227,24,17880.663
10176,20170228,1,16916.938000000002
10177,20170228,2,16284.413
10178,20170228,3,15968.95
10179,20170228,4,16129.038
10180,20170228,5,16438.65
10181,20170228,6,17106.863
10182,20170228,7,19222.688000000002
10183,20170228,8,21111.088
10184,20170228,9,22112.188
10185,20170228,10,22219.8
10186,20170228,11,21988.325
10187,20170228,12,22180.838
10188,20170228,13,22210.888
10189,20170228,14,22404.375
10190,20170228,15,22041.575
10191,20170228,16,21801.912999999997
10192,20170228,17,21609.05
10193,20170228,18,22417.775
10194,20170228,19,23243.388
10195,20170228,20,23239.112999999998
10196,20170228,21,22633.25
10197,20170228,22,21125.037999999997
10198,20170228,23,19465.763
10199,20170228,24,18184.563000000002
10200,20170301,1,17125.238
10201,20170301,2,16773.325
10202,20170301,3,16349.613000000001
10203,20170301,4,16417.838
10204,20170301,5,16696.888
10205,20170301,6,17341.675
10206,20170301,7,19456.575
10207,20170301,8,21262.487999999998
10208,20170301,9,22091.112999999998
10209,20170301,10,22169.063
10210,20170301,11,22171.125
10211,20170301,12,22362.263
10212,20170301,13,22419.8
10213,20170301,14,22603.313
10214,20170301,15,22063.737999999998
10215,20170301,16,21729.075
10216,20170301,17,21653.225
10217,20170301,18,22255.7
10218,20170301,19,23148.85
10219,20170301,20,23312.5
10220,20170301,21,22651.112999999998
10221,20170301,22,21139.65
10222,20170301,23,19511.9
10223,20170301,24,18322.588
10224,20170302,1,17282.988
10225,20170302,2,16701.125
10226,20170302,3,16422.663
10227,20170302,4,16458.075
10228,20170302,5,16703.575
10229,20170302,6,17498.788
10230,20170302,7,19388.438000000002
10231,20170302,8,21227.65
10232,20170302,9,22138.85
10233,20170302,10,22250.037999999997
10234,20170302,11,22124.875
10235,20170302,12,22572.925
10236,20170302,13,22663.513
10237,20170302,14,22609.675
10238,20170302,15,22229.063
10239,20170302,16,21923.45
10240,20170302,17,21846.362999999998
10241,20170302,18,22363.175
10242,20170302,19,23157.075
10243,20170302,20,23201.662999999997
10244,20170302,21,22568.0
10245,20170302,22,21168.3
10246,20170302,23,19615.163
10247,20170302,24,18299.2
10248,20170303,1,17309.813000000002
10249,20170303,2,16787.575
10250,20170303,3,16485.325
10251,20170303,4,16491.575
10252,20170303,5,16868.363
10253,20170303,6,17607.638
10254,20170303,7,19471.463
10255,20170303,8,21375.662999999997
10256,20170303,9,22216.463
10257,20170303,10,22470.475
10258,20170303,11,22263.188
10259,20170303,12,22404.513
10260,20170303,13,22288.45
10261,20170303,14,22349.025
10262,20170303,15,21870.737999999998
10263,20170303,16,21533.138
10264,20170303,17,21400.6
10265,20170303,18,22167.925
10266,20170303,19,23189.088
10267,20170303,20,23168.888
10268,20170303,21,22381.65
10269,20170303,22,20933.3
10270,20170303,23,19469.275
10271,20170303,24,18212.0
10272,20170304,1,17048.213
10273,20170304,2,16456.75
10274,20170304,3,16133.375
10275,20170304,4,16045.388
10276,20170304,5,16068.088
10277,20170304,6,16236.45
10278,20170304,7,16620.688000000002
10279,20170304,8,17790.8
10280,20170304,9,19128.088
10281,20170304,10,19905.938000000002
10282,20170304,11,20064.475
10283,20170304,12,20043.0
10284,20170304,13,19733.85
10285,20170304,14,19554.188000000002
10286,20170304,15,18739.413
10287,20170304,16,18332.175
10288,20170304,17,18187.875
10289,20170304,18,18917.938000000002
10290,20170304,19,20152.838
10291,20170304,20,20155.375
10292,20170304,21,19655.363
10293,20170304,22,18394.438000000002
10294,20170304,23,17187.675
10295,20170304,24,16003.275
10296,20170305,1,14927.813
10297,20170305,2,14425.875
10298,20170305,3,14139.313
10299,20170305,4,13933.525
10300,20170305,5,14068.875
10301,20170305,6,14141.125
10302,20170305,7,13941.775
10303,20170305,8,14611.1
10304,20170305,9,15629.2
10305,20170305,10,16491.388
10306,20170305,11,16986.65
10307,20170305,12,17036.775
10308,20170305,13,17101.613
10309,20170305,14,17099.988
10310,20170305,15,16843.425
10311,20170305,16,16500.35
10312,20170305,17,16597.45
10313,20170305,18,17590.85
10314,20170305,19,19037.963
10315,20170305,20,19206.163
10316,20170305,21,18771.725
10317,20170305,22,17799.2
10318,20170305,23,16885.925
10319,20170305,24,15851.088
10320,20170306,1,15063.588
10321,20170306,2,14698.488000000001
10322,20170306,3,14521.588
10323,20170306,4,14544.913
10324,20170306,5,14940.563
10325,20170306,6,16035.513
